区名,学校代码,学校名称,录取最低分,语数外,数学,语文,综合测试
松江区,171004,上海师范大学附属中学松江分校,684.0,399.0,136.0,120.0,134.0
松江区,171005,上海外国语大学附属外国语学校松江云间中学,684.0,400.5,137.0,120.0,134.0
松江区,171006,上海市松江九峰实验学校,631.0,368.0,125.0,115.0,123.0
松江区,171007,上海市松江区民办茸一中学,622.0,362.0,123.0,113.0,121.0
松江区,171008,上海市松江区立达中学,603.0,351.0,119.0,110.0,116.0
松江区,171009,上海市松江区第四中学,573.0,334.0,112.0,106.0,108.0
松江区,171010,上海市松江区科德高级中学,609.0,355.0,120.0,111.0,117.0
松江区,171011,上海师范大学附属外国语中学,649.0,378.0,129.0,117.0,127.0
松江区,171012,东华大学附属松江高级中学,642.0,374.0,124.0,118.0,126.0
松江区,171013,华东政法大学附属松江高级中学,659.0,384.0,128.0,120.0,128.0
松江区,171014,上海宋庆龄学校,647.5,377.5,128.0,117.0,126.0
松江区,171015,上海松江区民办赫贤学校,558.5,325.0,109.0,103.0,105.0
松江区,171016,上海松江区爱菊学校,513.0,,,,
松江区,171017,上海市上海中学,713.0,416.0,143.0,126.0,142.0
松江区,171018,复旦大学附属中学,712.5,415.0,142.0,126.0,142.0
松江区,171019,上海交通大学附属中学,711.0,414.0,141.0,125.0,141.0
松江区,171020,华东师范大学第二附属中学,709.5,413.0,140.0,125.0,140.0
松江区,171021,上海师范大学附属中学,700.0,408.0,138.0,123.0,138.0
松江区,171022,上海宝山区世外学校,673.0,392.0,134.0,120.0,132.0
松江区,171023,上海田家炳中学,630.5,368.0,123.0,115.0,121.0
青浦区,181001,上海市青浦高级中学,666.0,388.0,132.0,119.0,130.0
青浦区,181002,上海市朱家角中学,638.0,372.0,126.0,116.0,123.0
青浦区,181003,上海市青浦第一中学,619.0,361.0,122.0,113.0,119.0
青浦区,181004,上海市东湖中学,609.0,355.0,120.0,111.0,117.0
青浦区,181005,复旦大学附属中学青浦分校,706.0,411.0,140.0,124.0,140.0
青浦区,181006,上海市青浦区世外高级中学,638.0,372.0,126.0,116.0,123.0
青浦区,181007,上海市青浦区协和双语学校,525.5,306.0,102.0,100.0,99.0
青浦区,181008,上海青浦区宏润博源高级中学,513.0,,,,
青浦区,181009,上海宋庆龄学校,647.5,377.5,128.0,117.0,126.0
青浦区,181010,上海市青浦区第一中学,762.0,444.0,151.0,133.0,153.0
青浦区,181011,上海师范大学康城实验学校,761.0,443.0,151.0,133.0,153.0
青浦区,181012,上海市闵行区七宝文来学校,761.0,443.0,151.0,133.0,153.0
青浦区,181013,上海华东师范大学附属进华中学,761.0,443.0,151.0,133.0,153.0
青浦区,181014,上海市西外外国语学校,760.5,443.0,151.0,133.0,153.0
青浦区,181015,上海市宝山实验学校,759.5,442.0,150.0,133.0,152.0
青浦区,181016,上海交通大学附属第二中学,759.5,442.0,150.0,133.0,152.0
奉贤区,201001,上海市奉贤中学,679.5,397.0,143.0,120.0,140.0
奉贤区,201002,华东师范大学第二附属中学临港奉贤分校,673.0,392.0,131.0,122.0,135.0
奉贤区,201003,上海市格致中学（奉贤校区）,671.5,391.0,131.0,122.0,134.0
奉贤区,201004,华东理工大学附属奉贤曙光中学,650.5,379.5,120.0,119.0,132.0
奉贤区,201005,东华大学附属奉贤致远中学,631.5,368.0,139.0,116.0,124.0
奉贤区,201006,上海市奉贤区奉城高级中学,615.5,359.0,114.0,116.0,119.0
奉贤区,201007,上海市奉贤区景秀高级中学,593.0,346.0,116.0,112.0,113.0
奉贤区,201008,上海师范大学第四附属中学,581.0,339.0,113.0,110.0,110.0
奉贤区,201009,上海奉贤区博华高级中学,541.5,315.5,105.0,103.0,102.0
奉贤区,201010,上海美达菲双语高级中学,514.0,299.0,100.0,100.0,97.0
奉贤区,201011,上海市上海中学,706.0,411.0,141.0,123.0,139.0
奉贤区,201012,上海田家炳中学,643.0,375.0,128.0,117.0,124.0
奉贤区,201013,上海戏剧学院附属高级中学（艺术班）,670.0,390.0,132.0,121.0,129.0
奉贤区,201014,上海安生学校,,,,,
奉贤区,201015,上海交通大学附属中学,705.0,410.0,140.0,123.0,139.0
奉贤区,201016,上海市民办文绮中学,648.0,378.0,129.0,117.0,126.0
奉贤区,201017,上海闵行区民办德闳学校,,,,,
奉贤区,201018,上海民办行中中学,,,,,
奉贤区,201019,上海存志高级中学,577.0,336.0,112.0,108.0,107.0
奉贤区,201020,上海创艺高级中学,,,,,
奉贤区,201021,上海市宝山华曜高级中学,552.5,322.0,107.0,104.0,103.0
奉贤区,201022,上海市同洲模范学校,538.0,313.0,104.0,102.0,101.0
奉贤区,201023,上海市民办远东学校,550.5,320.5,107.0,104.0,103.0
奉贤区,201024,上海华旭双语学校,,,,,
奉贤区,201025,华东师范大学第二附属中学,697.5,406.0,138.0,122.0,137.0
奉贤区,201026,上海师范大学附属中学,691.5,403.0,137.0,121.0,135.0
奉贤区,201027,上海市民办丰华高级中学,579.5,337.5,112.0,109.0,108.0
奉贤区,201028,民办上海工商外国语职业学院附属中学,565.0,329.0,110.0,107.0,105.0
奉贤区,201029,上海浦东新区民办东鼎外国语学校,579.5,337.5,112.0,109.0,108.0
奉贤区,201030,上海市民办尚德实验学校,649.0,378.0,129.0,117.0,126.0
奉贤区,201031,上海市民办交大南洋中学,566.0,329.5,110.0,107.0,105.0
奉贤区,201032,上海市民办永昌中学,562.0,327.0,109.0,106.0,104.0
奉贤区,201033,上海金山区世外学校,627.0,365.0,124.0,115.0,118.0
奉贤区,201034,上海市西外外国语学校,536.5,312.5,104.0,102.0,100.0
奉贤区,201035,上海赫贤学校,620.0,361.0,122.0,114.0,117.0
奉贤区,201036,上海松江区爱菊学校,,,,,
奉贤区,201037,上海青浦区世外高级中学,611.5,356.5,120.0,112.0,115.0
奉贤区,201038,上海青浦区协和双语学校,,,,,
奉贤区,201039,上海市崇明区城桥中学,577.5,336.5,112.0,109.0,107.0
奉贤区,201040,上海民办民一中学,579.0,337.0,112.0,109.0,107.0
崇明区,511001,上海市崇明中学,659.0,384.0,131.0,118.0,128.0
崇明区,511002,上海市民本中学,595.0,347.0,116.0,110.0,114.0
崇明区,511003,上海市扬子中学,573.0,334.0,111.0,106.0,108.0
崇明区,511004,上海市城桥中学,577.5,336.5,112.0,109.0,107.0
崇明区,511005,上海师范大学附属崇明正大中学,719.0,419.0,143.0,126.0,142.0
崇明区,511006,上海师范大学附属宝山罗店中学,716.5,417.0,142.0,126.0,141.0
崇明区,511007,上海民办民一中学,710.0,414.0,141.0,125.0,140.0
崇明区,511008,上海市崇明区建设中学,704.5,410.0,140.0,124.0,139.0
崇明区,511009,上海市向明初级中学附属崇明区江帆中学,701.5,408.0,139.0,124.0,138.0
崇明区,511010,上海市崇明中学附属东门中学,694.5,404.0,138.0,123.0,137.0
崇明区,511011,上海市崇明区裕安中学,686.0,400.0,136.0,122.0,135.0
崇明区,511012,上海市崇明区大新中学,681.0,397.0,135.0,121.0,134.0
崇明区,511013,上海市崇明区三烈中学,673.5,392.0,133.0,120.0,133.0
崇明区,511014,上海市崇明区庙镇学校,670.0,390.0,132.0,119.0,132.0
崇明区,511015,上海市崇明区实验中学,667.5,389.0,132.0,119.0,131.0
崇明区,511016,上海市崇明区马桥中学,665.5,388.0,131.0,119.0,131.0
崇明区,511017,上海市崇明区横沙中学,665.5,388.0,131.0,119.0,131.0
崇明区,511018,上海新纪元双语学校,655.0,381.0,129.0,117.0,128.0
崇明区,511019,上海市上海中学,703.5,410.0,140.0,124.0,139.0
崇明区,511020,华东师范大学第二附属中学,712.0,415.0,142.0,125.0,141.0
崇明区,511021,上海交通大学附属中学,705.0,411.0,141.0,124.0,140.0
崇明区,511022,复旦大学附属中学,706.0,411.0,141.0,124.0,140.0
崇明区,511023,上海师范大学附属中学,691.5,403.0,137.0,122.0,135.0
